id_municipio,nome,sigla_uf,idhm_e,idhm_r,renda_pc,indice_gini,prop_pobreza,taxa_analfabetismo_15_mais,expectativa_anos_estudo,taxa_desocupacao,ideb
2203206,Curimatá,PI,0.527,0.574,285.52,0.55,40.77,18.46,9.22,7.01,2.7
2203255,Curralinhos,PI,0.438,0.512,193.65,0.53,54.34,31.07,7.69,8.51,3.7
2203271,Curral Novo do Piauí,PI,0.422,0.506,186.24,0.58,58.42,35.45,8.85,2.42,2.8
2203305,Demerval Lobão,PI,0.515,0.588,311.48,0.48,30.16,25.45,9.25,9.42,3.7
2203354,Dirceu Arcoverde,PI,0.436,0.563,26.53,0.52,40.47,28.81,8.45,7.25,3.4
2203404,Dom Expedito Lopes,PI,0.488,0.583,300.31,0.52,34.92,2.67,9.17,9.79,3.9
2203453,Dom Inocêncio,PI,0.439,0.498,177.27,0.54,54.71,25.05,9.36,3.38,3.8
2203503,Elesbão Veloso,PI,0.45,0.573,283.38,0.48,33.64,35.87,8.55,5.08,3.2
2203602,Eliseu Martins,PI,0.462,0.616,37.07,0.57,38.25,21.43,9.29,7.74,3.4
2203701,Esperantina,PI,0.497,0.579,293.39,0.51,37.61,29.18,8.91,6.26,3.4
2203750,Fartura do Piauí,PI,0.441,0.506,186.85,0.52,52.85,33.07,9.35,4.84,2.5
2203800,Flores do Piauí,PI,0.443,0.525,210.02,0.57,54.18,32.22,7.95,10.09,3.6
2203859,Floresta do Piauí,PI,0.391,0.53,216.87,0.51,48.47,40.51,8.82,5.54,4.2
2203909,Floriano,PI,0.633,0.676,53.63,0.55,18.98,13.18,9.59,6.81,4.3
2204006,Francinópolis,PI,0.475,0.523,206.73,0.56,50.52,34.26,8.99,15.55,3.2
2204154,Francisco Macedo,PI,0.425,0.567,273.23,0.5,37.41,36.33,9.74,15.3,3.1
2204204,Francisco Santos,PI,0.498,0.598,330.49,0.51,34.37,27.99,8.59,5.55,3.9
2204303,Fronteiras,PI,0.511,0.621,380.62,0.56,31.94,29.05,9.55,10.52,3.8
2204352,Geminiano,PI,0.446,0.524,208.67,0.46,42.66,34.95,8.67,8.29,4
2204402,Gilbués,PI,0.38,0.574,285.45,0.68,53.13,23,6.81,8.81,3.1
2204501,Guadalupe,PI,0.542,0.639,426.79,0.5,20.89,18.79,8.96,6.78,3.4
2204550,Guaribas,PI,0.381,0.483,162.06,0.57,59.67,34.84,7.6,12.71,2.6
2204600,Hugo Napoleão,PI,0.524,0.528,214.09,0.52,46.42,32.05,9.69,10.9,3.2
2204659,Ilha Grande,PI,0.472,0.534,221.81,0.51,48.51,26.74,8.75,7.31,3.6
2204709,Inhuma,PI,0.56,0.562,263.73,0.52,40.29,27.35,9.4,4.31,4.1
2204808,Ipiranga do Piauí,PI,0.583,0.56,261.12,0.47,36.46,22.68,9.62,8.08,4.3
2204907,Isaías Coelho,PI,0.41,0.628,397.98,0.79,54.14,34.79,8.49,5.22,3.5
2205003,Itainópolis,PI,0.401,0.545,237.76,0.5,41.58,37.54,8.47,4.98,3.5
2205102,Itaueira,PI,0.46,0.594,321.64,0.55,36.31,2.78,8.73,6.37,3.6
2205151,Jacobina do Piauí,PI,0.416,0.509,190.04,0.52,48.89,3.63,8.64,9.45,3
2205201,Jaicós,PI,0.366,0.556,254.28,0.52,41.96,38.49,7.92,5.72,3.1
2205250,Jardim do Mulato,PI,0.55,0.532,219.06,0.51,44.64,29.59,10.62,6.86,4
2205276,Jatobá do Piauí,PI,0.442,0.525,209.21,0.46,42.41,3.04,9.32,1.74,3.3
2205300,Jerumenha,PI,0.461,0.569,275.19,0.49,34.55,25.01,9.06,12.67,2.5
2205359,João Costa,PI,0.46,0.51,191.63,0.49,50.7,28.42,8.52,5.68,1.9
2205409,Joaquim Pires,PI,0.384,0.485,163.33,0.6,62.62,36.31,7.82,6.36,3.9
2205458,Joca Marques,PI,0.353,0.501,181.17,0.57,58.72,38.44,7.46,1.48,2.7
2205508,José de Freitas,PI,0.512,0.591,316.27,0.57,37.18,24.53,9.08,8.88,3.6
2205516,Juazeiro do Piauí,PI,0.47,0.522,206.61,0.51,47.16,29.23,9.03,6.79,4.2
2205524,Júlio Borges,PI,0.508,0.5,179.61,0.53,54.96,18.16,8.97,4.97,2.8
2205540,Lagoinha do Piauí,PI,0.488,0.561,262.04,0.53,44.29,27.22,8.64,2.57,4.9
2205557,Lagoa Alegre,PI,0.425,0.538,227.89,0.53,50.1,31.89,7.89,9.2,3.7
2205565,Lagoa do Barro do Piauí,PI,0.358,0.474,152.61,0.59,62.64,27.73,8.1,8.47,3.2
2205573,Lagoa de São Francisco,PI,0.4,0.499,178.26,0.53,55.25,33.64,8.09,5.87,2.9
2205581,Lagoa do Piauí,PI,0.464,0.548,242.33,0.47,36.76,27.04,8.97,5.46,3.2
2205599,Lagoa do Sítio,PI,0.421,0.504,183.92,0.55,55.53,35.78,8.94,14.07,3.8
2205706,Luís Correia,PI,0.398,0.544,23.69,0.59,50.3,29.76,8.18,8.77,3.6
2205805,Luzilândia,PI,0.42,0.55,245.02,0.51,42.96,35.46,8.3,3.9,3
2205854,Madeiro,PI,0.489,0.472,150.89,0.53,59.37,33.11,9.79,4.68,2.7
2205904,Manoel Emídio,PI,0.466,0.534,222.62,0.55,50.16,23.88,8.71,6.17,4
2205953,Marcolândia,PI,0.438,0.578,291.91,0.49,34.66,34.12,8.63,2.73,3.4
2206001,Marcos Parente,PI,0.494,0.58,295.66,0.48,35.32,25.31,8.91,13.79,3.4
2206050,Massapê do Piauí,PI,0.386,0.514,195.88,0.51,50.24,43.42,8.09,6.88,3.2
2206100,Matias Olímpio,PI,0.438,0.521,204.46,0.52,49.64,34.28,9.14,5.97,2.7
2206209,Miguel Alves,PI,0.396,0.533,220.05,0.6,55.02,38,7.69,5.53,3.1
2206357,Milton Brandão,PI,0.357,0.476,154.73,0.55,62.15,37.21,8.24,9.77,3.5
2206407,Monsenhor Gil,PI,0.524,0.568,273.95,0.5,36.39,24.74,9.87,10.6,3.3
2206506,Monsenhor Hipólito,PI,0.404,0.591,31.56,0.53,38.61,34.83,7.37,1.45,4.6
2206605,Monte Alegre do Piauí,PI,0.474,0.531,217.23,0.57,53.45,2.37,8.69,9.48,3.3
2206654,Morro Cabeça no Tempo,PI,0.435,0.472,150.52,0.58,60.65,2.51,8.94,3.64,2.7
2206670,Morro do Chapéu do Piauí,PI,0.418,0.536,225.37,0.53,46.31,35.48,9.45,3.85,3.7
2206696,Murici dos Portelas,PI,0.391,0.489,167.87,0.6,59.32,3.94,8,9.31,3
2206704,Nazaré do Piauí,PI,0.51,0.531,218.07,0.56,50.25,31.15,9.88,8.22,4.1
2206753,Nossa Senhora de Nazaré,PI,0.462,0.557,256.22,0.5,39.82,2.57,9.56,12.88,3.4
2206803,Nossa Senhora dos Remédios,PI,0.411,0.503,18.34,0.48,54.02,36.04,7.45,3.06,3.2
2206902,Novo Oriente do Piauí,PI,0.418,0.547,240.65,0.51,41.41,32.84,8.85,14.75,3
2206951,Novo Santo Antônio,PI,0.392,0.536,224.54,0.56,50.65,37.54,7.96,2.76,3.3
2207009,Oeiras,PI,0.547,0.619,376.95,0.58,33.36,25.51,9.23,5.84,3.9
2207207,Padre Marcos,PI,0.427,0.531,217.66,0.52,47.44,41.08,9.2,12.09,2.7
2207306,Paes Landim,PI,0.492,0.537,225.53,0.49,43.77,25.61,8.88,12.32,3.5
2207355,Pajeú do Piauí,PI,0.427,0.56,261.36,0.6,49.03,33.06,10.1,5.7,4.5
2207405,Palmeira do Piauí,PI,0.431,0.57,278.54,0.6,45.73,26.47,8.43,3.89,3.5
2207504,Palmeirais,PI,0.443,0.515,197.04,0.59,55.86,31.85,8.67,17.55,2.8
2207553,Paquetá,PI,0.348,0.519,20.26,0.51,51.51,43.69,7.24,4.27,3.3
2207603,Parnaguá,PI,0.464,0.526,211.44,0.56,53.38,25.96,7.71,11.28,3.5
2207702,Parnaíba,PI,0.604,0.658,479.58,0.57,26.51,16.47,10.09,10.11,3.3
2207751,Passagem Franca do Piauí,PI,0.393,0.594,323.31,0.54,36.21,38.84,8.22,4.7,2.9
2207777,Patos do Piauí,PI,0.448,0.529,215.75,0.5,46.74,39.43,8.52,6.06,3.4
2207793,Pau D'Arco do Piauí,PI,0.376,0.488,167.01,0.6,59.22,34.78,7.81,1.95,3.6
2207801,Paulistana,PI,0.472,0.596,327.06,0.6,41.37,30.09,8.61,6.84,3.2
2207850,Pavussu,PI,0.379,0.512,193.61,0.53,54.33,3.52,8.18,4.8,2.4
2207900,Pedro II,PI,0.428,0.566,270.17,0.58,46.62,31.11,8.66,4.59,3.1
2207934,Pedro Laurentino,PI,0.496,0.479,157.24,0.55,61.24,2.23,8.63,4.54,3
2207959,Nova Santa Rita,PI,0.425,0.52,202.99,0.62,57.52,29.29,9.11,7.23,3
2208007,Picos,PI,0.621,0.684,563.88,0.56,17.93,1.77,9.48,7.93,3.5
2208106,Pimenteiras,PI,0.423,0.553,249.17,0.57,48.21,34.71,8.39,5.72,3.5
2208205,Pio IX,PI,0.44,0.538,227.79,0.56,47.36,31.11,9.42,6.46,4.1
2208304,Piracuruca,PI,0.478,0.575,286.63,0.54,40.66,29.96,9.31,6.72,4.1
2208403,Piripiri,PI,0.533,0.621,380.67,0.55,30.18,2.63,9.96,4.74,4.1
2208502,Porto,PI,0.406,0.537,226.34,0.57,50.16,35.01,8.06,2.62,3.1
2208551,Porto Alegre do Piauí,PI,0.452,0.539,228.65,0.49,39.3,27.64,8.64,8.31,4.5
2208601,Prata do Piauí,PI,0.448,0.527,212.64,0.54,52.59,35.27,9.04,13.27,2.7
2208650,Queimada Nova,PI,0.368,0.49,168.78,0.53,56.59,3.13,7.57,6.25,2.2
2208700,Redenção do Gurguéia,PI,0.478,0.557,255.92,0.57,48.55,21.78,8.89,6.69,3.7
2208809,Regeneração,PI,0.498,0.582,299.65,0.57,40.9,31.82,9.36,9.53,3.3
2208858,Riacho Frio,PI,0.431,0.483,161.99,0.6,62.65,20.08,7.71,20.55,3.4
2208874,Ribeira do Piauí,PI,0.368,0.505,185.05,0.58,57.85,30.47,8.65,6.38,2.9
2208908,Ribeiro Gonçalves,PI,0.485,0.568,274.79,0.57,42.23,22.68,8.18,9.18,3.6
2209005,Rio Grande do Piauí,PI,0.442,0.552,248.87,0.54,45.13,29.77,7.94,6.76,3.6
2209104,Santa Cruz do Piauí,PI,0.53,0.57,278.49,0.49,33.99,35.88,9.56,3.44,3.9
2209203,Santa Filomena,PI,0.385,0.53,216.61,0.59,53.49,24.39,6.72,9.28,4.4
2209302,Santa Luz,PI,0.49,0.539,228.71,0.51,48.31,26.42,8.87,11.58,3.7
2209351,Santana do Piauí,PI,0.476,0.539,228.52,0.47,42.54,30.34,8.93,3.03,4
2209377,Santa Rosa do Piauí,PI,0.483,0.539,229.29,0.52,48.21,31.65,10.22,8.56,3.3
2209401,Santo Antônio de Lisboa,PI,0.473,0.597,329.44,0.47,31.38,28.57,7.16,2.41,3.7
2209450,Santo Antônio dos Milagres,PI,0.582,0.524,208.58,0.49,44.14,2.78,9.93,13.61,3.3
2209500,Santo Inácio do Piauí,PI,0.546,0.543,235.42,0.52,42.63,29.75,9.76,12.52,3.2
2209609,São Félix do Piauí,PI,0.52,0.587,309.48,0.52,38.48,34.11,9.52,5.66,3.2
2209658,São Francisco de Assis do Piauí,PI,0.336,0.462,141.81,0.6,65.37,38.95,7.26,3.32,3.5
2209708,São Francisco do Piauí,PI,0.448,0.557,256.79,0.54,43.98,3.21,9.38,6.81,3.5
2209757,São Gonçalo do Gurguéia,PI,0.438,0.572,281.43,0.67,51.86,24.51,8.15,22.38,3.7
2209807,São Gonçalo do Piauí,PI,0.588,0.538,227.37,0.55,51.3,2.76,9.76,18.4,3.8
2209856,São João da Canabrava,PI,0.446,0.539,229.34,0.52,46.32,36.43,7.84,11.01,4.1
2209872,São João da Fronteira,PI,0.351,0.516,198.13,0.54,52.6,36.99,8.04,7.94,3.6
2209906,São João da Serra,PI,0.478,0.545,237.11,0.57,48.48,38.26,9.24,7.25,3.9
2209955,São João da Varjota,PI,0.46,0.536,224.99,0.57,49.6,35.38,9.57,8.31,3.2
2209971,São João do Arraial,PI,0.401,0.496,174.82,0.55,56.77,36.29,9.9,5.26,2.8
2210003,São João do Piauí,PI,0.567,0.615,368.36,0.57,32.56,22.22,10.14,6.9,3.5
2210052,São José do Divino,PI,0.44,0.529,214.48,0.49,44.84,36.09,8.81,3.04,3.8
2210102,São José do Peixe,PI,0.449,0.548,242.73,0.57,50.47,30.05,8.59,5.35,3.2
2210201,São José do Piauí,PI,0.423,0.569,275.18,0.43,32.84,37.91,9.12,3.75,3.9
2210300,São Julião,PI,0.455,0.593,32.12,0.51,36.54,38.71,7.89,6.52,3.6
2210359,São Lourenço do Piauí,PI,0.499,0.56,261.24,0.47,35.88,24.65,8.38,4.21,3.5
2210375,São Luis do Piauí,PI,0.433,0.52,202.89,0.5,45.89,33.46,7.85,3.42,3.8
2210391,São Miguel do Fidalgo,PI,0.407,0.505,185.84,0.55,53.02,32.94,8.02,5.27,3.5
2210409,São Miguel do Tapuio,PI,0.434,0.508,189.01,0.57,55.14,36.03,8.95,6.33,3.8
2210508,São Pedro do Piauí,PI,0.492,0.553,249.23,0.56,46.17,29.58,9.44,6.98,3.6
2210607,São Raimundo Nonato,PI,0.587,0.631,40.62,0.55,25.71,20.16,9.82,5.61,3.2
2210631,Sebastião Leal,PI,0.467,0.516,198.01,0.58,52.02,27.72,9.54,27.6,3.5
2210656,Sigefredo Pacheco,PI,0.496,0.518,200.91,0.51,47.52,33.77,8.77,7.38,3.4
2210706,Simões,PI,0.44,0.56,261.23,0.51,43.47,30.25,7.84,5.03,4.2
2210805,Simplício Mendes,PI,0.525,0.613,362.56,0.57,33.72,2.37,9.56,8.51,3.4
2210938,Sussuapara,PI,0.476,0.563,265.42,0.46,33.3,30.36,8.43,5.54,3.3
2210953,Tamboril do Piauí,PI,0.36,0.509,189.63,0.54,56.11,36.05,6.82,5.7,3.5
2210979,Tanque do Piauí,PI,0.499,0.553,250.37,0.48,39.55,28.53,8.22,1.57,4.9
2211001,Teresina,PI,0.707,0.731,757.57,0.61,14.6,91,10.36,10.17,3.9
2211100,União,PI,0.453,0.542,23.27,0.52,43.67,28.74,8.57,6.62,3.8
2211209,Uruçuí,PI,0.516,0.614,364.39,0.53,29.7,18.12,8.2,7.44,3.5
2211308,Valença do Piauí,PI,0.566,0.62,380.19,0.53,28.5,26.08,9.52,8.6,3.7
2211357,Várzea Branca,PI,0.44,0.518,201.49,0.57,54.59,31.49,7.94,3.3,2.7
2211407,Várzea Grande,PI,0.474,0.554,251.64,0.51,42.66,33.09,9.14,4.8,4.3
2211506,Vera Mendes,PI,0.375,0.494,173.56,0.58,58.19,43.69,8.5,4.92,2.7
2211605,Vila Nova do Piauí,PI,0.471,0.559,259.38,0.6,47.16,30.17,7.63,5.4,5.5
2211704,Wall Ferraz,PI,0.443,0.513,195.12,0.51,49.94,35.26,9.38,5.2,3.6
2300101,Abaiara,CE,0.612,0.54,229.74,0.48,44.64,2.94,9.7,10.28,4
2300150,Acarape,CE,0.562,0.559,259.03,0.43,32.88,21.77,9.14,7.25,3.3
2300200,Acaraú,CE,0.517,0.554,250.79,0.6,51.22,28.83,10.03,8.2,4
2300309,Acopiara,CE,0.517,0.563,266.65,0.57,45.21,32.87,9.94,6.21,4.1
2300408,Aiuaba,CE,0.474,0.518,20.06,0.53,52.55,34.14,8.79,3.71,4.8
2300507,Alcântaras,CE,0.524,0.549,243.73,0.46,37.34,29.11,9.43,4.8,3.6
2300606,Altaneira,CE,0.515,0.547,240.97,0.55,49.56,31.83,10.36,6.81,3.6
2300705,Alto Santo,CE,0.499,0.563,265.07,0.48,36.02,30.13,9.12,5.5,3.9
2300754,Amontada,CE,0.582,0.503,182.47,0.56,57.54,25.67,10.25,7.77,4
2300804,Antonina do Norte,CE,0.506,0.55,244.83,0.51,43.92,32.61,9.39,7.18,3.9
2300903,Apuiarés,CE,0.593,0.536,224.63,0.54,49.77,2.68,10.63,5.28,3.8
2301000,Aquiraz,CE,0.55,0.608,35.26,0.48,24.19,20.83,9.05,8.26,4.1
2301109,Aracati,CE,0.624,0.607,349.26,0.53,31.68,20.82,10.39,10.39,3.5
2301208,Aracoiaba,CE,0.556,0.55,245.24,0.51,42.69,30.07,9.46,5.53,3.2
2301257,Ararendá,CE,0.516,0.522,205.43,0.53,51.04,34.02,9.77,13.82,3.4
2301307,Araripe,CE,0.459,0.515,197.14,0.56,56,33.54,9.12,5.17,4.1
2301406,Aratuba,CE,0.587,0.53,215.94,0.49,46.35,25.35,9.98,5.42,4.8
2301505,Arneiroz,CE,0.564,0.565,269.77,0.53,40.76,30.26,9.7,6.64,4
2301604,Assaré,CE,0.482,0.573,28.26,0.59,45.07,31.68,9.61,4.67,4
2301703,Aurora,CE,0.521,0.557,255.78,0.53,45.69,28.05,9.1,6.56,3
2301802,Baixio,CE,0.575,0.563,265.94,0.46,35.89,23.75,9.41,6.43,3.3
2301851,Banabuiú,CE,0.53,0.54,229.99,0.55,48.92,30.18,9.97,5.91,3.5
2301901,Barbalha,CE,0.637,0.613,36.29,0.51,28.35,18.79,10.4,9.94,4
2301950,Barreira,CE,0.551,0.551,246.69,0.5,41.44,27.46,9.57,11.04,3.8
2302008,Barro,CE,0.51,0.556,254.44,0.5,41.46,23.37,9.67,6.11,3.8
2302057,Barroquinha,CE,0.505,0.512,192.96,0.55,55.93,3.65,10.22,3.01,3.6
2302107,Baturité,CE,0.548,0.574,284.88,0.48,34.41,22.03,10.13,8.36,3.9
2302206,Beberibe,CE,0.571,0.585,304.61,0.55,38.18,26.05,10.02,7.33,4.5
2302305,Bela Cruz,CE,0.598,0.533,221.07,0.55,51.91,27.09,10.31,6.24,3.9
2302404,Boa Viagem,CE,0.504,0.553,250.47,0.59,48.83,32.57,8.87,6.46,3.9
2302503,Brejo Santo,CE,0.592,0.596,325.64,0.52,32.29,22.68,9.02,8.97,4.2
2302602,Camocim,CE,0.578,0.565,2.69,0.56,45.76,26.49,9.95,9.46,4
2302701,Campos Sales,CE,0.556,0.584,303.68,0.58,46.64,29.21,10.57,5.64,3.5
2302800,Canindé,CE,0.526,0.571,27.89,0.58,45.24,24.67,9.15,10.08,4.1
2302909,Capistrano,CE,0.593,0.527,211.95,0.57,52.79,27.78,10.31,6.62,3.3
2303006,Caridade,CE,0.505,0.528,213.18,0.5,47.06,26.83,8.18,10.36,3.9
2303105,Cariré,CE,0.526,0.537,225.75,0.54,49.87,30.47,10.09,6.26,3.8
2303204,Caririaçu,CE,0.483,0.549,24.31,0.51,45.21,31.65,9.66,6.91,3.5
2303303,Cariús,CE,0.519,0.546,239.39,0.52,44.85,31.79,9.71,4.72,4
2303402,Carnaubal,CE,0.513,0.536,224.37,0.53,49.64,29.66,10.32,3.37,3.6
2303501,Cascavel,CE,0.578,0.587,309.14,0.48,31.25,22.89,9.74,9.26,3.6
2303600,Catarina,CE,0.56,0.551,246.38,0.51,42.19,29.44,8.93,17.95,3.3
2303659,Catunda,CE,0.587,0.537,225.43,0.53,48.19,30.02,10.38,5.45,3.4
2303709,Caucaia,CE,0.632,0.62,379.63,0.48,22.82,12.86,9.71,9.09,3.6
2303808,Cedro,CE,0.553,0.592,317.69,0.56,39.13,27.52,9.51,5.75,3.7
2303907,Chaval,CE,0.536,0.524,20.87,0.5,49.91,32.47,10.25,5.13,3.4
2303931,Choró,CE,0.523,0.493,171.62,0.58,60.78,32.43,9.94,10.33,3.6
2303956,Chorozinho,CE,0.522,0.57,27.74,0.5,36.15,28.72,9.35,7.69,3.2
2304004,Coreaú,CE,0.568,0.526,210.65,0.51,47.57,36.91,10.04,7.73,3.9
2304103,Crateús,CE,0.55,0.618,373.18,0.6,37.07,24.99,9.25,10.62,3.5
2304202,Crato,CE,0.673,0.655,470.46,0.57,24.54,14.94,10.47,9.01,3.9
2304236,Croatá,CE,0.544,0.497,176.12,0.57,58.91,35.25,10.45,5.56,3.4
2304251,Cruz,CE,0.586,0.573,282.51,0.58,46.29,24.64,10.04,4.31,4.5
2304269,Deputado Irapuan Pinheiro,CE,0.562,0.542,233.15,0.5,45.38,32.28,10.17,3.62,4.5
2304277,Ererê,CE,0.547,0.551,246.27,0.46,39.25,30.73,9.14,8.4,3.7
2304285,Eusébio,CE,0.621,0.7,623.01,0.65,22.03,13.49,10.13,8.38,4.6
2304301,Farias Brito,CE,0.605,0.541,231.88,0.54,48.78,27.62,10.73,7.48,3.9
2304350,Forquilha,CE,0.602,0.583,30.09,0.45,29.57,26.18,10.3,7.11,4.5
2304400,Fortaleza,CE,0.695,0.749,846.36,0.61,12.14,6.94,10.04,8.12,3.6
2304459,Fortim,CE,0.588,0.562,264.14,0.51,39.33,26.79,9.44,10.35,3.9
2304509,Frecheirinha,CE,0.536,0.551,246.03,0.53,45.88,33.33,9.36,5.09,3.6
2304657,Graça,CE,0.477,0.514,195.67,0.55,55.15,35.69,9.74,7.79,4
2304707,Granja,CE,0.453,0.495,173.99,0.62,63.91,38.57,9.46,6.77,3.3
2304806,Granjeiro,CE,0.526,0.533,221.14,0.51,46.36,30.62,9.31,5.43,4.2
2304905,Groaíras,CE,0.598,0.585,304.64,0.47,31.9,25.24,10.37,5.48,5.4
2304954,Guaiúba,CE,0.56,0.546,239.69,0.47,40.45,23.07,9.3,9.32,3.3
2305001,Guaraciaba do Norte,CE,0.528,0.552,247.55,0.51,43.42,28.43,9.52,4.88,3.8
2305100,Guaramiranga,CE,0.61,0.576,287.35,0.47,35.52,17.85,9.34,12.55,4
2305209,Hidrolândia,CE,0.499,0.549,243.41,0.51,44,30.19,9.38,5.59,3.9
2305233,Horizonte,CE,0.61,0.594,322.78,0.42,22.32,15.65,9.29,9.53,4.6
2305266,Ibaretama,CE,0.489,0.517,199.63,0.55,54.03,34.67,8.86,4.32,3.1
2305308,Ibiapina,CE,0.525,0.559,258.57,0.47,38.71,25.48,9.94,2.57,3.7
2305332,Ibicuitinga,CE,0.571,0.514,196.54,0.52,53.82,29.34,9.94,9.25,3.7
2305357,Icapuí,CE,0.541,0.572,280.79,0.47,33.32,26.07,8.66,8.82,3.7
2305407,Icó,CE,0.536,0.568,274.01,0.55,42.14,32.83,9,6.02,3.3
2305506,Iguatu,CE,0.599,0.642,434.67,0.54,24.31,23.36,9.49,7.2,3.8
2305605,Independência,CE,0.592,0.561,262.34,0.55,45.52,28.74,9.92,9.89,4.3
2305654,Ipaporanga,CE,0.506,0.502,182.11,0.55,55.78,34.29,9.79,8.31,3.7
2305704,Ipaumirim,CE,0.491,0.621,380.61,0.63,36.35,27.32,8.91,8.72,3.7
2305803,Ipu,CE,0.532,0.583,301.38,0.56,42.15,28.13,8.82,5.94,3.5
2305902,Ipueiras,CE,0.479,0.534,222.22,0.56,51.9,32.03,9.61,7.69,3.4
2306009,Iracema,CE,0.632,0.597,328.61,0.55,33.85,26.59,10.38,8.68,3.4
2306108,Irauçuba,CE,0.557,0.526,211.75,0.61,56.58,28.01,10.24,15.84,4.1
2306207,Itaiçaba,CE,0.642,0.581,296.81,0.44,26.94,22.82,10.97,10.42,4.7
2306256,Itaitinga,CE,0.548,0.583,300.15,0.45,29.31,1.72,9.1,12.15,4.4
2306306,Itapagé,CE,0.568,0.561,263.18,0.54,42.45,23.36,9.56,9.54,4.1
2306405,Itapipoca,CE,0.613,0.562,264.08,0.56,45,22.68,9.79,9.8,4
2306504,Itapiúna,CE,0.542,0.525,209.53,0.5,46.42,30.42,9.27,5.94,3.5
2306553,Itarema,CE,0.558,0.529,214.89,0.53,49.01,2.69,10.16,5.58,4.4
2306603,Itatira,CE,0.463,0.514,196.02,0.54,53.79,32.57,8.83,10.43,3.8
2306702,Jaguaretama,CE,0.535,0.552,247.85,0.56,47.29,28.53,9.46,6.04,4.2
2306801,Jaguaribara,CE,0.559,0.575,287.08,0.45,32.21,25.97,9.74,4.96,2.9
2306900,Jaguaribe,CE,0.543,0.58,294.97,0.52,37.3,25.56,9.46,7.23,3.8
2307007,Jaguaruana,CE,0.548,0.568,27.49,0.47,34.35,27.15,9.84,8.06,4.5
2307106,Jardim,CE,0.542,0.547,241.09,0.53,45.8,26.29,9.58,5.32,3.9
2307205,Jati,CE,0.634,0.562,264.55,0.5,41.91,26.25,9.97,6.31,4.8
2307254,Jijoca de Jericoacoara,CE,0.625,0.614,365.46,0.59,36.4,23.51,10.45,5.56,5.2
2307304,Juazeiro do Norte,CE,0.642,0.644,439.53,0.54,23.43,1.62,10.14,10.3,3.8
2307403,Jucás,CE,0.511,0.541,232.22,0.49,44.11,31.18,9.82,9.39,4.2
2307502,Lavras da Mangabeira,CE,0.515,0.576,288.15,0.6,46.26,28.88,8.27,7.91,3.5
2307601,Limoeiro do Norte,CE,0.623,0.633,410.03,0.49,21.09,19.21,9.52,9.57,4.1
2307635,Madalena,CE,0.545,0.536,225.22,0.58,49.8,26.12,9.85,9.52,3.8
2307650,Maracanaú,CE,0.665,0.617,372.91,0.43,18.97,96,10.23,10.96,4.3
2307700,Maranguape,CE,0.618,0.587,307.81,0.44,25.4,15.39,9.91,8.63,3.8
2307809,Marco,CE,0.553,0.564,266.87,0.54,41.45,2.86,9.28,7.3,3.7
2307908,Martinópole,CE,0.522,0.541,232.17,0.59,51.02,29.87,9.72,7.61,4.3
2308005,Massapê,CE,0.554,0.541,231.47,0.47,41.67,28.49,10.03,8.08,3.6
2308104,Mauriti,CE,0.526,0.544,236.11,0.56,48.76,29.51,9.83,8.5,3.7
2308203,Meruoca,CE,0.554,0.559,258.78,0.47,35.68,18.71,8.79,3.51,5
2308302,Milagres,CE,0.569,0.561,261.96,0.47,36.4,28.84,9.07,8.59,3.5
2308351,Milhã,CE,0.558,0.56,260.95,0.54,44.12,2.88,9.71,4.58,3.9
2308377,Miraíma,CE,0.523,0.51,191.56,0.64,64.35,32.27,10.09,13.98,3.6
2308401,Missão Velha,CE,0.552,0.579,293.16,0.57,44.81,28.05,9.79,4.6,3.5
2308500,Mombaça,CE,0.489,0.549,243.85,0.54,45.53,34.02,9.22,4.94,3.8
2308609,Monsenhor Tabosa,CE,0.538,0.545,237.18,0.55,49.73,29.84,8.99,10.75,4.1
2308708,Morada Nova,CE,0.525,0.569,276.36,0.52,39.18,28.22,9.08,8.56,3.8
2308807,Moraújo,CE,0.516,0.495,174.55,0.51,58.9,31.98,9.43,7.93,4.5
2308906,Morrinhos,CE,0.511,0.524,20.89,0.54,54.57,28.44,9.6,7.4,4.1
2309003,Mucambo,CE,0.541,0.565,269.65,0.57,46.25,31.61,9.82,8.29,5
2309102,Mulungu,CE,0.534,0.551,246.35,0.55,47.55,22.98,9.33,5.71,3.7
2309201,Nova Olinda,CE,0.554,0.567,27.21,0.57,46.47,2.33,9.88,5.28,4.4
2309300,Nova Russas,CE,0.524,0.585,304.52,0.5,33.63,28.44,9.87,5.23,3.7
2309409,Novo Oriente,CE,0.526,0.552,247.79,0.6,50.09,34.07,10.04,6.59,4.5
2309458,Ocara,CE,0.519,0.524,208.77,0.53,49.99,30.07,9.97,7.39,4
2309508,Orós,CE,0.557,0.582,298.84,0.49,33.03,29.69,9.25,5.2,3.9
2309607,Pacajus,CE,0.596,0.609,354.78,0.47,24.7,18.26,9.91,10.68,3.6
2309706,Pacatuba,CE,0.652,0.605,344.63,0.44,22,9.38,9.77,13.38,3.9
2309805,Pacoti,CE,0.58,0.571,279.49,0.5,37.95,20.33,9.28,8.08,4
2309904,Pacujá,CE,0.571,0.562,264.03,0.5,41.68,28.15,9.99,6.05,3.5
2310001,Palhano,CE,0.628,0.572,281.69,0.47,34.53,28.38,10.33,4.35,4
