id_municipio,nome,sigla_uf,idhm_e,idhm_r,renda_pc,indice_gini,prop_pobreza,taxa_analfabetismo_15_mais,expectativa_anos_estudo,taxa_desocupacao,ideb
2611507,Quipapá,PE,0.427,0.53,215.92,0.48,46.59,36.45,8.97,8.42,2.9
2611533,Quixaba,PE,0.482,0.53,216.87,0.49,44.68,28.18,8.04,3.37,4.5
2611606,Recife,PE,0.698,0.798,1144.26,0.68,13.2,7.13,9.53,12.93,3.1
2611705,Riacho das Almas,PE,0.418,0.586,306.61,0.51,34.47,34.47,8.58,5.51,3.1
2611804,Ribeirão,PE,0.516,0.595,324.47,0.5,31.16,23.29,8.72,15.77,3.1
2612109,Salgadinho,PE,0.405,0.516,198.91,0.52,49.62,43.21,6.71,20.47,3.1
2612208,Salgueiro,PE,0.58,0.645,441.79,0.59,30.1,16.25,9.56,11.71,3.9
2612307,Saloá,PE,0.421,0.559,25.91,0.55,44.12,35.05,8.65,4.14,3.2
2612406,Sanharó,PE,0.514,0.564,267.58,0.51,41.54,25.83,9.4,13.1,3.7
2612455,Santa Cruz,PE,0.438,0.522,206.07,0.57,53.84,32.51,9.18,9.11,3.1
2612471,Santa Cruz da Baixa Verde,PE,0.523,0.557,256.26,0.51,41.67,26.02,10.47,5.88,4.3
2612505,Santa Cruz do Capibaribe,PE,0.506,0.667,507.05,0.45,10.26,16.01,8.34,2.67,3.3
2612554,Santa Filomena,PE,0.406,0.496,175.48,0.55,55.58,31.93,8.35,5.14,3
2612604,Santa Maria da Boa Vista,PE,0.472,0.564,267.86,0.55,43.26,2.12,8.26,7.08,3
2612703,Santa Maria do Cambucá,PE,0.393,0.571,27.91,0.46,33.69,35.38,8.63,2.26,2.8
2612802,Santa Terezinha,PE,0.524,0.54,229.83,0.51,46.61,2.47,8.86,17.92,3.3
2612901,São Benedito do Sul,PE,0.406,0.499,178.27,0.52,56.46,33.36,7.62,15.6,3.5
2613008,São Bento do Una,PE,0.446,0.593,319.47,0.6,41.95,29.57,8.53,7.11,3
2613107,São Caitano,PE,0.469,0.583,300.16,0.5,35.59,29.38,9.78,5.57,3.5
2613206,São João,PE,0.426,0.565,269.44,0.56,45.26,32.83,8.34,5.24,3.2
2613305,São Joaquim do Monte,PE,0.381,0.549,244.22,0.53,45.67,35.12,7.85,3.37,2.9
2613404,São José da Coroa Grande,PE,0.522,0.585,30.45,0.58,43.59,23.63,9.69,16.01,2.8
2613503,São José do Belmonte,PE,0.52,0.569,275.14,0.54,41.65,28.22,9.01,7.69,3.5
2613602,São José do Egito,PE,0.554,0.602,33.89,0.53,34.97,2.21,9.63,9.21,3.5
2613701,São Lourenço da Mata,PE,0.571,0.614,364.43,0.5,26.07,15.96,9.34,17.48,2.9
2613800,São Vicente Ferrer,PE,0.414,0.558,257.47,0.56,48.74,30.69,8.85,11.31,3.1
2613909,Serra Talhada,PE,0.571,0.632,407.34,0.56,30.39,21.03,9.59,7.59,3.7
2614006,Serrita,PE,0.512,0.542,233.56,0.56,49.47,26.25,10.22,6.65,3.1
2614105,Sertânia,PE,0.51,0.601,337.53,0.6,39.73,27.18,8.62,9.14,3.6
2614204,Sirinhaém,PE,0.492,0.568,273.75,0.44,34.24,25.43,8.78,15.96,2.6
2614303,Moreilândia,PE,0.54,0.522,206.11,0.54,53.67,25.13,10.15,5.3,3.8
2614402,Solidão,PE,0.485,0.547,240.64,0.56,48.01,25.96,9.18,5.89,3.6
2614501,Surubim,PE,0.548,0.617,372.11,0.52,27.55,24.87,8.85,6.99,3.5
2614600,Tabira,PE,0.504,0.57,278.14,0.51,37.88,23.09,8.67,8.01,3.9
2614709,Tacaimbó,PE,0.423,0.536,225.21,0.5,44.15,36.79,8.17,4.09,3.1
2614808,Tacaratu,PE,0.507,0.521,205.06,0.49,45.82,25.11,9.19,6.76,3.4
2614857,Tamandaré,PE,0.479,0.583,301.15,0.55,37.67,22.95,8.22,14,3
2615003,Taquaritinga do Norte,PE,0.52,0.636,419.74,0.42,16.74,22.95,8.75,5.21,3.7
2615102,Terezinha,PE,0.425,0.536,225.28,0.53,50.18,37.15,8.43,4.89,3.7
2615201,Terra Nova,PE,0.533,0.545,237.89,0.49,43.32,20.94,10.14,10.46,3.9
2615300,Timbaúba,PE,0.519,0.592,31.88,0.5,31.94,21.39,9,12.61,3.6
2615508,Tracunhaém,PE,0.504,0.567,272.81,0.46,34.14,25.21,8.78,11.65,3.4
2615607,Trindade,PE,0.455,0.602,338.39,0.57,37.28,25.56,7.84,9.34,3.6
2615706,Triunfo,PE,0.591,0.624,389.44,0.56,32.22,16.95,10.06,4.24,4.5
2615805,Tupanatinga,PE,0.379,0.494,172.52,0.61,62.13,38.41,8.46,5.01,2.7
2615904,Tuparetama,PE,0.557,0.612,360.29,0.47,25.44,21.43,9.21,5.51,4.2
2616001,Venturosa,PE,0.484,0.57,276.94,0.52,43.28,2.76,8.26,8.17,4.3
2616100,Verdejante,PE,0.52,0.56,260.66,0.54,44.76,26.35,10.06,9.75,3.3
2616183,Vertente do Lério,PE,0.461,0.532,219.88,0.45,42.05,33.24,9.11,3.55,3.7
2616209,Vertentes,PE,0.45,0.602,337.92,0.46,27.5,24.44,8.21,5.07,3.8
2616308,Vicência,PE,0.534,0.551,246.44,0.48,38.9,2.35,9.17,16.23,2.9
2616407,Vitória de Santo Antão,PE,0.543,0.629,401.16,0.54,25.19,21.77,9.41,12.89,2.7
2616506,Xexéu,PE,0.436,0.549,243.39,0.49,42.44,33.29,8.7,18.23,2.8
2700102,Água Branca,AL,0.432,0.527,2.13,0.56,52.87,30.92,8.66,4.16,2.5
2700201,Anadia,AL,0.444,0.546,239.53,0.53,47.59,36.16,8.64,14.37,2.4
2700300,Arapiraca,AL,0.549,0.638,423.28,0.55,26.65,22.45,9.61,8.88,3.1
2700409,Atalaia,AL,0.431,0.545,237.33,0.5,42.73,33.57,8.29,15.2,3
2700508,Barra de Santo Antônio,AL,0.428,0.552,247.81,0.52,44.24,27.94,8.25,12.94,2.5
2700607,Barra de São Miguel,AL,0.475,0.638,422.78,0.55,23.89,23.71,8.46,7.37,2
2700706,Batalha,AL,0.496,0.563,265.62,0.49,39.85,30.84,8.54,9.85,3.3
2700805,Belém,AL,0.464,0.587,30.95,0.56,37.05,33.33,9.35,6.46,2.7
2700904,Belo Monte,AL,0.376,0.507,187.77,0.65,60.98,38.11,8.22,4.51,2.5
2701001,Boca da Mata,AL,0.518,0.56,26.02,0.51,42.95,27.32,9.95,15.27,2.1
2701100,Branquinha,AL,0.362,0.534,221.93,0.42,40.52,41.58,8.04,8.32,2.3
2701209,Cacimbinhas,AL,0.384,0.559,259.72,0.6,48.26,40.61,9.13,9.08,2.2
2701308,Cajueiro,AL,0.473,0.542,232.85,0.49,40.86,33.86,8.78,15.51,2.2
2701357,Campestre,AL,0.435,0.55,245.43,0.47,39.34,32.41,8.59,13.3,2.5
2701407,Campo Alegre,AL,0.47,0.531,217.72,0.47,43.67,27.41,7.74,25.12,2.7
2701506,Campo Grande,AL,0.387,0.502,181.54,0.58,57.5,39.27,8.57,5.93,2.6
2701605,Canapi,AL,0.357,0.504,183.83,0.6,60.69,40.35,8.44,4.2,2.9
2701704,Capela,AL,0.456,0.554,251.36,0.49,43.45,31.98,8.7,11.31,2.7
2701803,Carneiros,AL,0.398,0.517,199.58,0.54,54.21,29.96,7.85,3.21,3.1
2701902,Chã Preta,AL,0.481,0.537,22.66,0.5,49.05,35.51,9.62,2.12,2.8
2702108,Colônia Leopoldina,AL,0.363,0.548,242.28,0.53,45.62,34.59,7.11,11.51,2.3
2702306,Coruripe,AL,0.541,0.591,315.85,0.52,33.79,2.39,10.04,11.14,3.3
2702355,Craíbas,AL,0.408,0.517,199.54,0.53,51.16,39.67,8.82,2.54,2.5
2702405,Delmiro Gouveia,AL,0.494,0.599,332.13,0.52,33.1,23.35,8.67,13.13,2.7
2702504,Dois Riachos,AL,0.385,0.513,194.81,0.55,57.39,39.13,8.41,3.2,2.6
2702553,Estrela de Alagoas,AL,0.41,0.515,196.92,0.51,52.35,40.47,9.42,4.49,2.4
2702603,Feira Grande,AL,0.402,0.512,193.07,0.53,55.98,38.76,8.94,2.98,2.6
2702702,Feliz Deserto,AL,0.462,0.55,245.49,0.49,41.07,3.35,9.08,14.45,2.4
2702801,Flexeiras,AL,0.4,0.528,213.44,0.47,42.93,3.22,8.75,12.77,2.8
2702900,Girau do Ponciano,AL,0.405,0.498,177.55,0.58,59.05,35.97,9.09,8.42,2.7
2703007,Ibateguara,AL,0.393,0.517,199.68,0.53,54.97,38.75,8.19,8.07,2.9
2703106,Igaci,AL,0.424,0.547,241.17,0.57,47.63,38.08,9.64,5.28,2.7
2703205,Igreja Nova,AL,0.428,0.556,254.34,0.65,51.79,36.97,7.72,5.2,3
2703304,Inhapi,AL,0.316,0.501,180.64,0.67,65.08,40.36,7.47,4.68,3
2703403,Jacaré dos Homens,AL,0.481,0.543,235.11,0.49,46.94,28.12,8.75,7.23,2.2
2703502,Jacuípe,AL,0.41,0.532,219.52,0.46,44.58,30.82,8.8,9.97,3
2703601,Japaratinga,AL,0.451,0.56,260.92,0.52,41.76,29.67,8.95,12.25,2.3
2703700,Jaramataia,AL,0.451,0.532,21.91,0.48,50.05,39.17,8.63,8.75,2.1
2703759,Jequiá da Praia,AL,0.43,0.517,199.39,0.47,51.14,28.14,9.05,11.04,3.1
2703809,Joaquim Gomes,AL,0.386,0.509,190.23,0.5,50.96,39.68,8.37,6.64,2
2703908,Jundiá,AL,0.434,0.573,282.87,0.54,38.28,33.73,8.7,6.21,2.8
2704005,Junqueiro,AL,0.454,0.586,306.96,0.57,40.18,32.26,9.16,8.93,3.2
2704104,Lagoa da Canoa,AL,0.443,0.541,231.56,0.51,47.44,38.38,9.37,3.16,2.7
2704203,Limoeiro de Anadia,AL,0.457,0.575,285.98,0.64,47.66,3.51,8.44,8.29,3.2
2704302,Maceió,AL,0.635,0.739,792.54,0.63,15.57,11.86,9.43,12.61,2.4
2704401,Major Isidoro,AL,0.424,0.566,270.04,0.54,45.15,35.91,8.92,7.85,2.7
2704500,Maragogi,AL,0.443,0.556,253.86,0.54,44.64,29.35,8.24,8.22,2.4
2704609,Maravilha,AL,0.46,0.539,229.39,0.58,50.79,30.08,9.1,6.96,2
2704708,Marechal Deodoro,AL,0.52,0.641,431.43,0.6,32.01,2.19,9.14,11.96,2
2704807,Maribondo,AL,0.487,0.581,297.05,0.49,34.99,29.69,9.65,9.13,2.4
2704906,Mar Vermelho,AL,0.465,0.54,229.81,0.47,44.07,29.99,9.44,9.4,2.9
2705002,Mata Grande,AL,0.369,0.506,186.87,0.57,58.03,38.79,8.38,1.54,1.9
2705101,Matriz de Camaragibe,AL,0.473,0.541,231.82,0.46,39.73,31.47,9.53,16.92,2.3
